match_id,player_name,team_name,body_part,goalkeeper_name,goalkeeper_action,outcome,location_x,location_y,end_y,end_z,is_goal
3879745,Ciro Immobile,Torino,Right Foot,Stefano Sorrentino,Penalty Conceded,Goal,108.0,40.0,36.7,0.0,1
3879741,Valter Birsa,Chievo,Left Foot,Andrea Consigli,Penalty Conceded,Goal,108.1,40.1,37.9,0.2,1
3879740,Daniel Ciofani,Frosinone,Right Foot,Łukasz Skorupski,Penalty Conceded,Goal,108.0,40.0,38.0,0.0,1
3879737,Antonio Candreva,Lazio,Right Foot,Pierluigi Gollini,Penalty Conceded,Goal,108.1,40.1,36.5,0.7,1
3879732,Valter Birsa,Chievo,Left Foot,Daniele Padelli,Penalty Conceded,Goal,108.0,40.0,37.7,0.2,1
3878559,Mauricio Ricardo Pinilla Ferreira,Atalanta,Right Foot,Nicola Leali,Penalty Saved,Saved,108.0,40.0,37.6,0.5,0
3879624,Antonio Candreva,Lazio,Right Foot,Stefano Sorrentino,Penalty Conceded,Goal,108.1,40.1,36.9,0.2,1
3879874,Miroslav Klose,Lazio,Right Foot,Luca Lezzerini,Penalty Conceded,Goal,108.1,40.1,43.4,2.1,1
3879871,Simone Verdi,Carpi,Right Foot,Orestis Karnezis,Penalty Conceded,Goal,108.0,40.0,43.3,0.3,1
3879871,Antonio Di Natale,Udinese,Right Foot,Simone Colombi,Penalty Conceded,Goal,108.0,40.0,36.9,0.3,1
3879870,Paulo Bruno Exequiel Dybala,Juventus,Left Foot,Alberto Brignoli,Penalty Conceded,Goal,108.0,40.0,36.3,0.2,1
3879864,Luca Toni,Hellas Verona,Right Foot,Norberto Murara Neto,Penalty Conceded,Goal,108.0,40.0,38.5,1.6,1
3879864,Paulo Bruno Exequiel Dybala,Juventus,Left Foot,Pierluigi Gollini,Penalty Conceded,Goal,108.0,40.0,37.4,0.7,1
3879859,Jerry Uche Mbakogu,Carpi,Right Foot,Federico Marchetti,Penalty Saved,Saved,108.1,40.1,43.6,1.3,0
3879859,Jerry Uche Mbakogu,Carpi,Right Foot,Federico Marchetti,Penalty Saved,Saved,108.1,40.1,42.9,0.2,0
3879858,Carlos Arturo Bacca Ahumada,AC Milan,Right Foot,Angelo Esmael da Costa Júnior,Penalty Conceded,Goal,108.0,40.0,36.9,1.7,1
3879853,Antonio Candreva,Lazio,Right Foot,Samir Handanovič,Penalty Conceded,Goal,108.1,40.1,37.2,2.0,1
3879851,Mario Barwuah Balotelli,AC Milan,Right Foot,Francesco Bardi,Penalty Saved,Saved,108.0,40.0,37.6,0.2,0
3879851,Jérémy Ménez,AC Milan,Right Foot,Francesco Bardi,Penalty Conceded,Goal,108.0,40.0,36.3,0.2,1
3879846,Giampaolo Pazzini,Hellas Verona,Right Foot,Gianluigi Donnarumma,Penalty Conceded,Goal,108.1,40.1,43.8,0.8,1
3879835,Sergio Pellissier,Chievo,Right Foot,Nicola Leali,Penalty Conceded,Goal,108.1,40.1,37.8,1.4,1
3879831,Domenico Berardi,Sassuolo,Left Foot,Emiliano Viviano,Penalty Saved,Saved,108.1,40.1,43.6,0.3,0
3879827,Manolo Gabbiadini,Napoli,Left Foot,Antonio Mirante,Penalty Conceded,Goal,108.0,40.0,36.7,0.2,1
3879818,Andrea Belotti,Torino,Right Foot,Antonio Mirante,Penalty Conceded,Goal,108.0,40.0,36.5,0.3,1
3879811,Lorenzo Insigne,Napoli,Right Foot,Pierluigi Gollini,Penalty Conceded,Goal,108.0,40.0,36.3,0.6,1
3879805,Luiz Adriano de Souza da Silva,AC Milan,Right Foot,Marco Sportiello,Penalty Conceded,Goal,108.0,40.0,43.6,1.3,1
3879803,Bruno Miguel Borges Fernandes,Udinese,Right Foot,Gabriel Vasconelos Ferreira,Penalty Conceded,Goal,108.0,40.0,42.6,0.3,1
3879803,Bruno Miguel Borges Fernandes,Udinese,Right Foot,Gabriel Vasconelos Ferreira,Penalty Saved,Saved,108.0,40.0,38.0,0.4,0
3879801,Mauro Emanuel Icardi Rivero,Inter Milan,Right Foot,Daniele Padelli,Penalty Conceded,Goal,108.0,40.0,43.1,1.3,1
3879801,Andrea Belotti,Torino,Right Foot,Samir Handanovič,Penalty Conceded,Goal,108.0,40.0,37.0,0.2,1
3879790,Andrea Belotti,Torino,Right Foot,Gianluigi Buffon,Penalty Conceded,Goal,108.1,40.1,37.6,0.2,1
3879767,Josip Iličić,Fiorentina,Left Foot,Wojciech Szczęsny,Penalty Conceded,Goal,108.0,40.0,43.5,1.2,1
3879766,Domenico Berardi,Sassuolo,Left Foot,Etrit Berisha,Penalty Conceded,Goal,108.1,40.1,41.4,1.2,1
3879761,Simone Verdi,Carpi,Right Foot,Marco Sportiello,Penalty Conceded,Goal,108.1,40.1,43.3,0.5,1
3879759,Álvaro Borja Morata Martín,Juventus,Right Foot,Samir Handanovič,Penalty Conceded,Goal,108.0,40.0,43.4,1.6,1
3879753,Massimo Maccarone,Empoli,Right Foot,Andrea Consigli,Penalty Conceded,Goal,108.1,40.1,43.2,0.3,1
3879752,Alessio Cerci,Genoa,Left Foot,Orestis Karnezis,Penalty Conceded,Goal,108.0,40.0,36.4,2.1,1
3879752,Antonio Di Natale,Udinese,Right Foot,Mattia Perin,Penalty Saved,Saved,108.1,40.1,42.1,0.9,0
3879731,Gonzalo Gerardo Higuaín,Napoli,Right Foot,Vid Belec,Penalty Conceded,Goal,108.0,40.1,37.3,0.8,1
3879725,Federico Dionisi,Frosinone,Right Foot,Antonio Mirante,Penalty Conceded,Goal,108.1,40.1,43.7,0.3,1
3879721,M''Baye Babacar Niang,AC Milan,Right Foot,Stefano Sorrentino,Penalty Conceded,Goal,108.0,40.0,43.6,1.6,1
3879718,Riccardo Saponara,Empoli,Right Foot,Orestis Karnezis,Penalty Saved,Saved,108.1,40.1,39.2,0.2,0
3879717,Domenico Berardi,Sassuolo,Left Foot,Wojciech Szczęsny,Shot Faced,Post,108.1,40.1,40.9,3.0,0
3879712,Mauro Emanuel Icardi Rivero,Inter Milan,Right Foot,Gianluigi Donnarumma,Shot Faced,Post,108.1,40.1,44.2,1.3,0
3879710,Mattia Destro,Bologna,Right Foot,Emiliano Viviano,Penalty Conceded,Goal,108.1,40.1,37.4,0.5,1
3879709,Matteo Mancosu,Carpi,Right Foot,Stefano Sorrentino,Penalty Conceded,Goal,108.0,40.0,37.8,1.2,1
3879708,Germán Gustavo Denis,Atalanta,Right Foot,Andrea Consigli,Penalty Saved,Saved,108.0,40.0,42.0,0.2,0
3879694,Antonio Candreva,Lazio,Right Foot,Antonio Mirante,Penalty Conceded,Goal,108.0,40.0,37.6,1.2,1
3879693,Paulo Bruno Exequiel Dybala,Juventus,Right Foot,Orestis Karnezis,Penalty Conceded,Goal,108.2,40.0,37.0,0.2,1
3879691,Giampaolo Pazzini,Hellas Verona,Right Foot,Wojciech Szczęsny,Penalty Conceded,Goal,108.1,40.1,43.0,2.3,1
3879689,Jerry Uche Mbakogu,Carpi,Right Foot,Emiliano Viviano,Penalty Conceded,Goal,108.1,40.1,37.1,0.0,1
3879687,Ciro Immobile,Torino,Right Foot,Nicola Leali,Penalty Conceded,Goal,108.0,40.0,37.0,0.0,1
3879686,Diego Falcinelli,Sassuolo,Left Foot,José Manuel Reina Páez,Penalty Conceded,Goal,108.1,40.1,37.7,1.1,1
3879681,Domenico Berardi,Sassuolo,Left Foot,Samir Handanovič,Penalty Conceded,Goal,108.1,40.1,43.5,0.3,1
3879680,Mattia Destro,Bologna,Right Foot,Albano Benjamín Bizzarri,Penalty Saved,Saved,108.1,40.1,40.7,0.5,0
3879679,Gonzalo Gerardo Higuaín,Napoli,Right Foot,Massimo Zenildo Zappino,Penalty Conceded,Goal,108.1,40.1,38.8,0.9,1
3879669,Fabio Quagliarella,Torino,Right Foot,José Manuel Reina Páez,Penalty Conceded,Goal,108.1,40.1,36.6,0.7,1
3879661,Marek Hamšík,Napoli,Right Foot,Davide Bassi,Penalty Conceded,Goal,108.0,40.0,43.1,2.4,1
3879661,Marek Hamšík,Napoli,Right Foot,Davide Bassi,Shot Faced,Off T,108.0,40.0,37.0,4.5,0
3879659,Antonio Candreva,Lazio,Right Foot,Samir Handanovič,Penalty Saved,Saved,108.0,40.0,37.5,0.5,0
3879654,Alberto Paloschi,Chievo,Right Foot,Marco Sportiello,Penalty Saved,Saved,108.1,40.1,42.4,1.0,0
3879652,Luca Toni,Hellas Verona,Right Foot,Gianluigi Donnarumma,Penalty Conceded,Goal,108.1,40.1,39.3,2.1,1
3879646,Josip Iličić,Fiorentina,Left Foot,Orestis Karnezis,Penalty Conceded,Goal,108.1,40.1,36.4,2.1,1
3879640,Alberto Paloschi,Chievo,Right Foot,Nicola Leali,Penalty Conceded,Goal,108.0,40.0,37.0,1.1,1
3879639,Maximiliano Gastón López,Torino,Right Foot,Wojciech Szczęsny,Penalty Conceded,Goal,108.1,40.1,36.6,0.2,1
3879629,Daniel Ciofani,Frosinone,Right Foot,Pierluigi Gollini,Penalty Conceded,Goal,108.0,40.0,36.6,1.0,1
3879617,Miralem Pjanić,AS Roma,Right Foot,Antonio Mirante,Penalty Conceded,Goal,108.0,40.0,37.3,0.2,1
3879617,Edin Džeko,AS Roma,Right Foot,Antonio Mirante,Penalty Conceded,Goal,108.0,40.0,37.0,0.3,1
3879617,Mattia Destro,Bologna,Right Foot,Wojciech Szczęsny,Penalty Conceded,Goal,108.1,40.1,43.1,1.4,1
3879616,Josip Iličić,Fiorentina,Left Foot,Emiliano Viviano,Penalty Conceded,Goal,108.1,40.1,43.2,0.3,1
3879610,Edin Džeko,AS Roma,Right Foot,Federico Marchetti,Penalty Conceded,Goal,108.1,40.1,39.3,0.6,1
3879602,Khouma El Hadji Babacar,Fiorentina,Right Foot,Massimo Zenildo Zappino,Penalty Conceded,Goal,108.0,40.0,41.5,1.4,1
3879580,Paul Pogba,Juventus,Right Foot,Marco Sportiello,Penalty Saved,Saved,108.1,40.1,37.8,0.9,0
3879575,Giampaolo Pazzini,Hellas Verona,Right Foot,Orestis Karnezis,Penalty Conceded,Goal,108.0,40.0,37.8,2.1,1
3879573,Domenico Berardi,Sassuolo,Left Foot,Federico Marchetti,Penalty Conceded,Goal,108.0,40.0,43.4,2.4,1
3879571,Luca Cigarini,Atalanta,Right Foot,Vid Belec,Penalty Conceded,Goal,108.2,40.1,36.9,1.1,1
3879561,Josip Iličić,Fiorentina,Left Foot,Marco Sportiello,Penalty Conceded,Goal,108.1,40.1,36.7,0.6,1
3879559,Paulo Bruno Exequiel Dybala,Juventus,Left Foot,Antonio Mirante,Penalty Conceded,Goal,108.2,40.1,37.1,0.3,1
3879558,Maximiliano Gastón López,Torino,Right Foot,Vid Belec,Penalty Conceded,Goal,108.1,40.1,43.1,1.1,1
3879551,Lucas Rodrigo Biglia,Lazio,Right Foot,Rafael de Andrade Bittencourt Pinheiro,Penalty Conceded,Goal,108.1,40.1,40.7,2.0,1
3879550,Josip Iličić,Fiorentina,Left Foot,Samir Handanovič,Penalty Conceded,Goal,108.0,40.0,43.0,2.0,1
3879547,Ryder Matos Santos,Carpi,Right Foot,Morgan De Sanctis,Penalty Saved,Saved,108.0,40.0,42.2,0.3,0
3878609,Paul Pogba,Juventus,Right Foot,Eugenio Lamanna,Penalty Conceded,Goal,108.1,40.1,37.7,0.1,1
3878599,Nicola Sansone,Sassuolo,Right Foot,Marco Sportiello,Penalty Saved,Saved,108.1,40.1,42.7,1.0,0
3878599,Maximiliano Nicol Moralez,Atalanta,Right Foot,Andrea Consigli,Penalty Saved,Saved,108.1,40.1,42.4,0.5,0
3878596,Luca Toni,Hellas Verona,Right Foot,Daniele Padelli,Penalty Conceded,Goal,108.0,40.0,38.5,2.0,1
3878594,Paulo Bruno Exequiel Dybala,Juventus,Left Foot,Albano Benjamín Bizzarri,Penalty Conceded,Goal,108.2,40.1,42.9,2.0,1
3878558,Eder Citadin Martins,Sampdoria,Right Foot,José Manuel Reina Páez,Penalty Conceded,Goal,108.1,40.1,36.5,0.2,1
3878552,Stevan Jovetić,Inter Milan,Right Foot,Željko Brkić,Penalty Conceded,Goal,108.1,40.1,43.1,0.2,1
3878545,Eder Citadin Martins,Sampdoria,Right Foot,Željko Brkić,Penalty Conceded,Goal,108.1,40.1,41.2,0.3,1
3878545,Andrea Lazzari,Carpi,Left Foot,Emiliano Viviano,Penalty Saved,Saved,108.1,40.1,37.9,0.5,0
3878542,Josip Iličić,Fiorentina,Left Foot,Diego López Rodríguez,Penalty Conceded,Goal,108.1,40.1,43.7,0.6,1
3942819,Harry Kane,England,Right Foot,Bart Verbruggen,Penalty Conceded,Goal,108.1,40.0,36.5,0.2,1
3942349,Ousmane Dembélé,France,Right Foot,Diogo Meireles Costa,Penalty Conceded,Goal,108.1,40.1,42.7,0.2,1
3942349,Cristiano Ronaldo dos Santos Aveiro,Portugal,Right Foot,Mike Maignan,Penalty Conceded,Goal,108.1,40.1,37.1,0.7,1
3942349,Youssouf Fofana,France,Right Foot,Diogo Meireles Costa,Penalty Conceded,Goal,108.1,40.1,39.5,0.2,1
3942349,Bernardo Mota Veiga de Carvalho e Silva,Portugal,Left Foot,Mike Maignan,Penalty Conceded,Goal,108.1,40.1,43.0,2.1,1
3942349,Jules Koundé,France,Right Foot,Diogo Meireles Costa,Penalty Conceded,Goal,108.1,40.1,36.6,2.0,1
3942349,João Félix Sequeira,Portugal,Right Foot,Mike Maignan,Shot Faced,Post,108.1,40.1,36.0,0.2,0
3942349,Bradley Barcola,France,Right Foot,Diogo Meireles Costa,Penalty Conceded,Goal,108.1,40.1,37.9,1.3,1
3942349,Nuno Mendes,Portugal,Left Foot,Mike Maignan,Penalty Conceded,Goal,108.1,40.1,43.4,2.4,1
3942349,Theo Bernard François Hernández,France,Left Foot,Diogo Meireles Costa,Penalty Conceded,Goal,108.1,40.1,36.6,2.0,1
3942227,Cole Palmer,England,Left Foot,Yann Sommer,Penalty Conceded,Goal,108.1,40.1,37.3,1.1,1
3942227,Manuel Obafemi Akanji,Switzerland,Right Foot,Jordan Pickford,Penalty Saved,Saved,108.1,40.1,42.0,0.2,0
3942227,Jude Bellingham,England,Right Foot,Yann Sommer,Penalty Conceded,Goal,108.1,40.1,43.4,0.3,1
3942227,Fabian Lukas Schär,Switzerland,Right Foot,Jordan Pickford,Penalty Conceded,Goal,108.1,40.1,42.6,0.3,1
3942227,Bukayo Saka,England,Left Foot,Yann Sommer,Penalty Conceded,Goal,108.1,40.1,43.8,0.2,1
3942227,Xherdan Shaqiri,Switzerland,Left Foot,Jordan Pickford,Penalty Conceded,Goal,108.1,40.1,43.8,0.9,1
3942227,Ivan Toney,England,Right Foot,Yann Sommer,Penalty Conceded,Goal,108.1,40.1,37.3,0.2,1
3942227,Mohamed Zeki Amdouni,Switzerland,Right Foot,Jordan Pickford,Penalty Conceded,Goal,108.1,40.1,39.7,0.2,1
3942227,Trent Alexander-Arnold,England,Right Foot,Yann Sommer,Penalty Conceded,Goal,108.1,40.1,36.9,1.6,1
3941020,Cristiano Ronaldo dos Santos Aveiro,Portugal,Right Foot,Jan Oblak,Penalty Saved to Post,Saved to Post,108.1,40.1,43.1,0.9,0
3941020,Josip Iličić,Slovenia,Left Foot,Diogo Meireles Costa,Penalty Saved,Saved,108.1,40.1,42.8,1.4,0
3941020,Cristiano Ronaldo dos Santos Aveiro,Portugal,Right Foot,Jan Oblak,Penalty Conceded,Goal,108.1,40.1,36.6,0.6,1
3941020,Jure Balkovec,Slovenia,Left Foot,Diogo Meireles Costa,Penalty Saved,Saved,108.1,40.1,37.3,1.1,0
3941020,Bruno Miguel Borges Fernandes,Portugal,Right Foot,Jan Oblak,Penalty Conceded,Goal,108.2,40.1,37.1,0.2,1
3941020,Benjamin Verbič,Slovenia,Right Foot,Diogo Meireles Costa,Penalty Saved,Saved,108.1,40.1,37.1,1.1,0
3941020,Bernardo Mota Veiga de Carvalho e Silva,Portugal,Left Foot,Jan Oblak,Penalty Conceded,Goal,108.1,40.1,43.8,1.0,1
3940983,Kai Havertz,Germany,Left Foot,Kasper Schmeichel,Penalty Conceded,Goal,108.0,40.0,43.7,0.2,1
3938642,Georges Mikautadze,Georgia,Right Foot,Jindřich Staněk,Penalty Conceded,Goal,108.1,40.1,43.1,1.5,1
3938641,Marko Arnautović,Austria,Right Foot,Wojciech Szczęsny,Penalty Conceded,Goal,108.0,40.0,42.6,0.2,1
3938644,Georges Mikautadze,Georgia,Right Foot,Diogo Meireles Costa,Penalty Conceded,Goal,108.1,40.1,43.7,0.2,1
3938643,Kylian Mbappé Lottin,France,Right Foot,Łukasz Skorupski,Penalty Conceded,Goal,108.1,40.1,43.0,0.8,1
3938643,Robert Lewandowski,Poland,Right Foot,Mike Maignan,Penalty Conceded,Goal,108.0,40.0,36.1,0.2,1
3930183,Răzvan Gabriel Marin,Romania,Right Foot,Martin Dúbravka,Penalty Conceded,Goal,108.1,40.1,37.0,2.4,1
3930178,Luka Modrić,Croatia,Right Foot,Gianluigi Donnarumma,Penalty Saved,Saved,108.0,40.0,42.3,0.2,0
3930160,Bruno Petković,Croatia,Right Foot,Unai Simón Mendibil,Penalty Saved,Saved,108.0,40.0,37.1,1.0,0
3930158,Kai Havertz,Germany,Left Foot,Angus Gunn,Penalty Conceded,Goal,108.1,40.1,38.3,0.9,1
3795108,Sergio Busquets i Burgos,Spain,Right Foot,Yann Sommer,Shot Faced,Post,108.0,40.0,36.1,0.2,0
3795108,Mario Gavranović,Switzerland,Right Foot,Unai Simón Mendibil,Penalty Conceded,Goal,108.0,40.0,36.6,1.7,1
3795108,Daniel Olmo Carvajal,Spain,Right Foot,Yann Sommer,Penalty Conceded,Goal,108.0,40.0,36.6,2.4,1
3795108,Fabian Lukas Schär,Switzerland,Right Foot,Unai Simón Mendibil,Penalty Saved,Saved,108.0,40.0,37.3,0.6,0
3795108,Rodrigo Hernández Cascante,Spain,Right Foot,Yann Sommer,Penalty Saved,Saved,108.0,40.0,42.4,0.8,0
3795108,Manuel Obafemi Akanji,Switzerland,Right Foot,Unai Simón Mendibil,Penalty Saved,Saved,108.0,40.0,37.4,0.4,0
3795108,Gerard Moreno Balaguero,Spain,Left Foot,Yann Sommer,Penalty Conceded,Goal,108.0,40.0,43.5,2.3,1
3795108,Ruben Vargas,Switzerland,Right Foot,Unai Simón Mendibil,Shot Faced,Off T,108.0,40.0,38.7,3.9,0
3795108,Mikel Oyarzabal Ugarte,Spain,Left Foot,Yann Sommer,Penalty Conceded,Goal,108.0,40.0,43.3,0.4,1
3788769,Artem Dzyuba,Russia,Right Foot,Kasper Schmeichel,Penalty Conceded,Goal,108.1,40.1,40.3,1.6,1
3795220,Manuel Locatelli,Italy,Right Foot,Unai Simón Mendibil,Penalty Saved,Saved,107.9,40.0,37.4,0.0,0
3795220,Daniel Olmo Carvajal,Spain,Right Foot,Gianluigi Donnarumma,Shot Faced,Off T,108.0,40.0,36.7,4.5,0
3795220,Andrea Belotti,Italy,Right Foot,Unai Simón Mendibil,Penalty Conceded,Goal,107.9,39.8,36.9,0.6,1
3795220,Gerard Moreno Balaguero,Spain,Left Foot,Gianluigi Donnarumma,Penalty Conceded,Goal,107.9,39.9,42.8,1.7,1
3795220,Leonardo Bonucci,Italy,Right Foot,Unai Simón Mendibil,Penalty Conceded,Goal,108.1,40.1,42.9,0.8,1
3795220,Thiago Alcântara do Nascimento,Spain,Right Foot,Gianluigi Donnarumma,Penalty Conceded,Goal,108.0,40.1,36.8,0.2,1
3795220,Federico Bernardeschi,Italy,Left Foot,Unai Simón Mendibil,Penalty Conceded,Goal,107.9,39.9,43.2,2.2,1
3795220,Álvaro Borja Morata Martín,Spain,Right Foot,Gianluigi Donnarumma,Penalty Saved,Saved,108.0,40.0,42.3,0.2,0
3795220,Jorge Luiz Frello Filho,Italy,Right Foot,Unai Simón Mendibil,Penalty Conceded,Goal,107.8,39.9,43.2,0.2,1
3788761,Emil Peter Forsberg,Sweden,Right Foot,Martin Dúbravka,Penalty Conceded,Goal,108.1,40.1,42.6,1.2,1
3788773,Cristiano Ronaldo dos Santos Aveiro,Portugal,Right Foot,Hugo Lloris,Penalty Conceded,Goal,108.1,40.1,38.4,0.9,1
3788773,Karim Benzema,France,Right Foot,Rui Pedro dos Santos Patrício,Penalty Conceded,Goal,108.0,40.0,37.5,1.6,1
3788773,Cristiano Ronaldo dos Santos Aveiro,Portugal,Right Foot,Hugo Lloris,Penalty Conceded,Goal,107.9,40.0,36.8,0.2,1
3788755,Gareth Frank Bale,Wales,Left Foot,Uğurcan Çakır,Shot Faced,Off T,108.0,40.0,35.6,5.4,0
3788762,Gerard Moreno Balaguero,Spain,Left Foot,Wojciech Szczęsny,Shot Faced,Post,108.1,40.5,36.0,0.4,0
3788760,Patrik Schick,Czech Republic,Left Foot,Dominik Livaković,Penalty Conceded,Goal,108.0,40.0,36.4,0.3,1
3795506,Domenico Berardi,Italy,Left Foot,Jordan Pickford,Penalty Conceded,Goal,107.8,39.8,37.2,0.4,1
3795506,Harry Kane,England,Right Foot,Gianluigi Donnarumma,Penalty Conceded,Goal,108.0,40.0,36.6,0.9,1
3795506,Andrea Belotti,Italy,Right Foot,Jordan Pickford,Penalty Saved,Saved,107.9,40.0,42.1,0.5,0
3795506,Harry Maguire,England,Right Foot,Gianluigi Donnarumma,Penalty Conceded,Goal,108.1,40.0,43.2,2.4,1
3795506,Leonardo Bonucci,Italy,Right Foot,Jordan Pickford,Penalty Conceded,Goal,107.8,40.0,37.6,1.6,1
3795506,Marcus Rashford,England,Right Foot,Gianluigi Donnarumma,Shot Faced,Post,108.0,39.9,35.8,0.2,0
3795506,Federico Bernardeschi,Italy,Left Foot,Jordan Pickford,Penalty Conceded,Goal,107.9,40.2,40.1,0.3,1
3795506,Jadon Sancho,England,Right Foot,Gianluigi Donnarumma,Penalty Saved,Saved,107.8,40.0,42.5,0.8,0
3795506,Jorge Luiz Frello Filho,Italy,Right Foot,Jordan Pickford,Penalty Saved to Post,Saved to Post,108.1,40.1,37.9,0.2,0
3795506,Bukayo Saka,England,Left Foot,Gianluigi Donnarumma,Penalty Saved,Saved,108.1,40.0,42.0,0.9,0
3788758,Ezgjan Alioski,North Macedonia,Left Foot,Heorhii Bushchan,Penalty Saved,Saved,108.0,40.0,42.3,0.7,0
3788758,Ruslan Malinovskiy,Ukraine,Left Foot,Stole Dimitrievski,Penalty Saved,Saved,108.3,40.1,37.6,0.7,0
3795107,Romelu Lukaku Menama,Belgium,Left Foot,Gianluigi Donnarumma,Penalty Conceded,Goal,107.9,40.0,41.8,0.5,1
3795221,Harry Kane,England,Right Foot,Kasper Schmeichel,Penalty Saved,Saved,108.1,40.1,42.7,0.3,0
3794691,Ricardo Iván Rodríguez Araya,Switzerland,Left Foot,Hugo Lloris,Penalty Saved,Saved,108.0,40.0,37.2,0.2,0
3794691,Mario Gavranović,Switzerland,Right Foot,Hugo Lloris,Penalty Conceded,Goal,108.0,40.0,37.4,1.9,1
3794691,Paul Pogba,France,Right Foot,Yann Sommer,Penalty Conceded,Goal,108.0,40.0,36.7,2.2,1
3794691,Fabian Lukas Schär,Switzerland,Right Foot,Hugo Lloris,Penalty Conceded,Goal,107.9,40.0,43.1,1.7,1
3794691,Olivier Giroud,France,Left Foot,Yann Sommer,Penalty Conceded,Goal,108.0,40.0,42.8,0.9,1
3794691,Manuel Obafemi Akanji,Switzerland,Right Foot,Hugo Lloris,Penalty Conceded,Goal,107.9,40.0,36.4,0.2,1
3794691,Marcus Thuram,France,Right Foot,Yann Sommer,Penalty Conceded,Goal,107.9,40.0,36.6,0.9,1
3794691,Ruben Vargas,Switzerland,Right Foot,Hugo Lloris,Penalty Conceded,Goal,107.9,40.0,37.1,0.5,1
3794691,Presnel Kimpembe,France,Left Foot,Yann Sommer,Penalty Conceded,Goal,108.0,40.0,43.2,2.1,1
3794691,Admir Mehmedi,Switzerland,Right Foot,Hugo Lloris,Penalty Conceded,Goal,108.0,40.0,43.5,0.5,1
3794691,Kylian Mbappé Lottin,France,Right Foot,Yann Sommer,Penalty Saved,Saved,107.9,40.0,37.6,1.6,0
3788756,Memphis Depay,Netherlands,Right Foot,Daniel Bachmann,Penalty Conceded,Goal,108.1,40.0,37.1,0.2,1
3788752,Cristiano Ronaldo dos Santos Aveiro,Portugal,Right Foot,Péter Gulácsi,Penalty Conceded,Goal,108.0,40.0,42.7,0.9,1
3788742,Pierre-Emile Højbjerg,Denmark,Right Foot,Lukáš Hrádecký,Penalty Saved,Saved,108.1,40.1,42.6,0.2,0
3788775,Álvaro Borja Morata Martín,Spain,Right Foot,Martin Dúbravka,Penalty Saved,Saved,108.1,40.1,38.0,1.1,0
3887188,Diego Armando Maradona,Napoli,Left Foot,Eike Immel,Penalty Conceded,Goal,108.1,40.1,37.4,0.9,1
3750245,Diego Armando Maradona,Napoli,Left Foot,Stefano Tacconi,Penalty Conceded,Goal,108.0,39.9,43.3,0.2,1
4020846,Bethany Mead,England Women's,Right Foot,Catalina Thomas Coll Lluch,Penalty Saved,Saved,108.1,40.1,39.0,1.3,0
4020846,Patricia Guijarro Gutiérrez,Spain Women's,Right Foot,Hannah Hampton,Penalty Conceded,Goal,108.1,40.1,40.0,1.4,1
4020846,Alex Greenwood,England Women's,Left Foot,Catalina Thomas Coll Lluch,Penalty Conceded,Goal,108.1,40.1,41.8,0.0,1
4020846,María Francesca Caldentey Oliver,Spain Women's,Right Foot,Hannah Hampton,Penalty Saved,Saved,107.7,40.1,41.4,1.3,0
4020846,Niamh Charles,England Women's,Right Foot,Catalina Thomas Coll Lluch,Penalty Conceded,Goal,108.1,40.1,38.6,0.8,1
4020846,Aitana Bonmati Conca,Spain Women's,Right Foot,Hannah Hampton,Penalty Saved,Saved,107.8,40.1,38.3,0.9,0
4020846,Leah Williamson,England Women's,Right Foot,Catalina Thomas Coll Lluch,Penalty Saved,Saved,107.9,40.1,41.7,1.2,0
4020846,Salma Paralluelo Ayingono,Spain Women's,Left Foot,Hannah Hampton,Shot Faced,Off T,107.9,40.1,45.6,0.5,0
4020846,Chloe Kelly,England Women's,Right Foot,Catalina Thomas Coll Lluch,Penalty Conceded,Goal,108.1,40.1,38.4,1.6,1
4020005,Chloe Kelly,England Women's,Right Foot,Laura Giuliani,Penalty Saved,Saved,108.1,40.1,37.0,0.8,0
4018357,Onema Grace Geyoro,France Women's,Right Foot,Ann-Katrin Berger,Penalty Conceded,Goal,108.1,40.1,39.3,1.4,1
4018357,Sjoeke Nüsken,Germany Women's,Right Foot,Pauline Peyraud Magnin,Penalty Saved,Saved,108.1,40.1,37.6,0.9,0
4018357,Janina Minge,Germany Women's,Right Foot,Pauline Peyraud Magnin,Penalty Conceded,Goal,108.0,40.0,43.0,1.1,1
4018357,Amel Majri,France Women's,Left Foot,Ann-Katrin Berger,Penalty Saved,Saved,108.0,40.0,41.8,0.9,0
4018357,Linda Dallmann,Germany Women's,Right Foot,Pauline Peyraud Magnin,Penalty Conceded,Goal,108.0,40.0,43.6,2.1,1
4018357,Sakina Karchaoui,France Women's,Left Foot,Ann-Katrin Berger,Penalty Conceded,Goal,108.0,40.0,43.3,0.3,1
4018357,Rebecca Knaak,Germany Women's,Left Foot,Pauline Peyraud Magnin,Penalty Conceded,Goal,108.0,40.0,37.7,0.2,1
4018357,Melvine Malard,France Women's,Right Foot,Ann-Katrin Berger,Penalty Conceded,Goal,108.0,40.0,36.6,1.2,1
4018357,Sara Däbritz,Germany Women's,Left Foot,Pauline Peyraud Magnin,Shot Faced,Post,108.0,40.0,42.7,2.9,0
4018357,Sandy Baltimore,France Women's,Left Foot,Ann-Katrin Berger,Penalty Conceded,Goal,108.0,40.0,37.6,0.9,1
4018357,Ann-Katrin Berger,Germany Women's,Right Foot,Pauline Peyraud Magnin,Penalty Conceded,Goal,108.0,40.0,43.1,1.4,1
