match_id,player_name,team_name,body_part,goalkeeper_name,goalkeeper_action,outcome,location_x,location_y,end_y,end_z,is_goal
4018357,Oriane Jean-François,France Women's,Right Foot,Ann-Katrin Berger,Penalty Conceded,Goal,108.0,40.0,36.9,0.2,1
4018357,Klara Bühl,Germany Women's,Right Foot,Pauline Peyraud Magnin,Penalty Conceded,Goal,108.0,40.0,43.3,2.2,1
4018357,Melween Ndongala,France Women's,Right Foot,Ann-Katrin Berger,Penalty Conceded,Goal,108.0,40.0,36.7,1.3,1
4018357,Sjoeke Nüsken,Germany Women's,Right Foot,Pauline Peyraud Magnin,Penalty Conceded,Goal,108.0,40.0,43.5,0.9,1
4018357,Alice Sombath,France Women's,Right Foot,Ann-Katrin Berger,Penalty Saved,Saved,108.0,40.0,42.2,1.2,0
4018356,María Francesca Caldentey Oliver,Spain Women's,Right Foot,Livia Peng,Shot Faced,Off T,108.0,40.0,35.5,0.2,0
4018356,Alexia Putellas Segura,Spain Women's,Left Foot,Livia Peng,Penalty Saved,Saved,108.1,40.1,41.9,1.6,0
4018355,Alessia Russo,England Women's,Right Foot,Jennifer Miley Falk,Penalty Conceded,Goal,108.0,40.0,36.8,1.3,1
4018355,Ingrid Filippa Angeldal,Sweden Women's,Right Foot,Hannah Hampton,Penalty Saved,Saved,108.0,40.0,41.9,0.9,0
4018355,Lauren James,England Women's,Right Foot,Jennifer Miley Falk,Penalty Saved,Saved,108.0,40.0,37.4,1.0,0
4018355,Julia Zigiotti-Olme,Sweden Women's,Right Foot,Hannah Hampton,Penalty Conceded,Goal,108.0,40.0,37.2,2.0,1
4018355,Bethany Mead,England Women's,Right Foot,Jennifer Miley Falk,Penalty Saved,Saved,108.0,40.0,37.6,1.1,0
4018355,Magdalena Lilly Eriksson,Sweden Women's,Left Foot,Hannah Hampton,Shot Faced,Post,108.0,40.0,44.2,0.4,0
4018355,Alex Greenwood,England Women's,Left Foot,Jennifer Miley Falk,Penalty Saved,Saved,107.9,40.0,41.7,1.0,0
4018355,Gun Nathalie Björn,Sweden Women's,Right Foot,Hannah Hampton,Penalty Conceded,Goal,108.0,40.0,42.9,1.2,1
4018355,Chloe Kelly,England Women's,Right Foot,Jennifer Miley Falk,Penalty Conceded,Goal,108.0,40.0,43.1,1.6,1
4018355,Jennifer Miley Falk,Sweden Women's,Right Foot,Hannah Hampton,Shot Faced,Off T,108.0,40.0,38.4,4.0,0
4018355,Grace Clinton,England Women's,Right Foot,Jennifer Miley Falk,Penalty Saved,Saved,108.0,40.0,37.0,0.2,0
4018355,Eva Sofia Jakobsson,Sweden Women's,Right Foot,Hannah Hampton,Penalty Saved to Post,Saved to Post,108.0,40.0,37.0,0.9,0
4018355,Lucy Bronze,England Women's,Right Foot,Jennifer Miley Falk,Penalty Conceded,Goal,108.0,40.0,39.7,2.3,1
4018355,Smilla Holmberg,Sweden Women's,Right Foot,Hannah Hampton,Shot Faced,Off T,108.0,40.0,36.9,4.5,0
4018354,Ada Stolsmo Hegerberg,Norway Women's,Right Foot,Laura Giuliani,Shot Faced,Off T,108.1,40.1,44.6,0.8,0
3998858,Georgia Stanway,England Women's,Right Foot,Olivia Clarke,Penalty Conceded,Goal,108.0,40.0,36.3,0.5,1
3998859,Sakina Karchaoui,France Women's,Left Foot,Daphne van Domselaar,Penalty Conceded,Goal,108.0,40.0,43.3,0.2,1
3998856,Fridolina Rolfö,Sweden Women's,Left Foot,Ann-Katrin Berger,Penalty Conceded,Goal,108.0,40.0,37.0,0.4,1
3998852,Natalia Kuikka,WNT Finland,Right Foot,Livia Peng,Penalty Conceded,Goal,108.1,40.1,40.8,0.2,1
3998853,Glódís Perla Viggósdóttir,Iceland Women's,Right Foot,Cecilie Fiskerstrand,Penalty Conceded,Goal,108.0,40.0,36.6,1.9,1
3998850,Kadidiatou Diani,France Women's,Right Foot,Safia Middleton-Patel,Penalty Conceded,Goal,108.0,40.0,38.5,0.2,1
3998849,Sjoeke Nüsken,Germany Women's,Right Foot,Maja Bay Østergaard,Penalty Conceded,Goal,108.1,40.1,36.4,0.2,1
3998837,Ada Stolsmo Hegerberg,Norway Women's,Right Foot,Livia Peng,Shot Faced,Off T,108.1,40.1,35.9,0.2,0
3835320,Caroline Graham Hansen,Norway Women's,Right Foot,Jacqueline Burns,Penalty Conceded,Goal,108.1,40.1,37.1,1.6,1
3844387,Eve Perisset,France Women's,Right Foot,Daphne van Domselaar,Penalty Conceded,Goal,108.0,40.0,36.6,1.1,1
3835342,Dagný Brynjarsdóttir,Iceland Women's,Right Foot,Pauline Peyraud Magnin,Penalty Conceded,Goal,108.1,40.1,37.5,2.2,1
3835332,Carole da Silva Costa,Portugal Women's,Right Foot,Daphne van Domselaar,Penalty Conceded,Goal,108.1,40.1,42.3,0.8,1
3835327,Georgia Stanway,England Women's,Right Foot,Guro Pettersen,Penalty Conceded,Goal,108.0,40.0,37.3,1.9,1
3835326,Berglind Björg Þorvaldsdóttir,Iceland Women's,Right Foot,Nicky Evrard,Penalty Saved,Saved,108.1,40.1,36.8,0.2,0
3835326,Justine Vanhaevermaet,Belgium Women's,Right Foot,Sandra Sigurðardóttir,Penalty Conceded,Goal,108.1,40.1,43.3,1.2,1
3835340,Kosovare Asllani,Sweden Women's,Right Foot,Patricia Isabel Sousa Barros Morais,Penalty Conceded,Goal,108.1,40.1,43.4,0.5,1
3835333,Wendie Renard,France Women's,Right Foot,Nicky Evrard,Penalty Saved,Saved,108.1,40.1,42.7,0.3,0
3835321,María Francesca Caldentey Oliver,Spain Women's,Right Foot,Tinja-Riikka Tellervo Korpela,Penalty Conceded,Goal,108.0,40.0,43.6,2.1,1
3906390,Jennifer Hermoso Fuentes,Spain Women's,Left Foot,Mary Alexandra Earps,Penalty Saved,Saved,108.1,40.1,43.2,0.2,0
3906389,Fridolina Rolfö,Sweden Women's,Left Foot,Mackenzie Arnold,Penalty Conceded,Goal,108.0,40.0,43.5,0.3,1
3893790,Christine Margaret Sinclair,Canada Women's,Right Foot,Chiamaka Cynthia Nnadozie,Penalty Saved,Saved,108.0,40.0,43.1,0.2,0
3902968,Selma Bacha,France Women's,Left Foot,Mackenzie Arnold,Penalty Saved,Saved,108.0,40.0,38.5,1.1,0
3902968,Caitlin Jade Foord,Australia Women's,Right Foot,Solène Durand,Penalty Conceded,Goal,108.0,40.0,36.4,0.3,1
3902968,Kadidiatou Diani,France Women's,Right Foot,Mackenzie Arnold,Penalty Conceded,Goal,108.0,40.0,36.7,0.2,1
3902968,Stephanie-Elise Catley,Australia Women's,Left Foot,Solène Durand,Penalty Saved,Saved,108.0,40.0,37.2,0.9,0
3902968,Wendie Renard,France Women's,Right Foot,Mackenzie Arnold,Penalty Conceded,Goal,108.0,40.0,37.1,1.2,1
3902968,Samantha May Kerr,Australia Women's,Right Foot,Solène Durand,Penalty Conceded,Goal,108.0,40.0,41.3,0.2,1
3902968,Eugénie Le Sommer,France Women's,Right Foot,Mackenzie Arnold,Penalty Conceded,Goal,108.0,40.0,42.8,0.2,1
3902968,Mary Boio Fowler,Australia Women's,Right Foot,Solène Durand,Penalty Conceded,Goal,108.0,40.0,36.8,0.5,1
3902968,Eve Perisset,France Women's,Right Foot,Mackenzie Arnold,Penalty Saved to Post,Saved to Post,108.0,40.0,37.4,0.4,0
3902968,Mackenzie Arnold,Australia Women's,Right Foot,Solène Durand,Shot Faced,Post,108.0,40.0,44.0,1.6,0
3902968,Onema Grace Geyoro,France Women's,Right Foot,Mackenzie Arnold,Penalty Conceded,Goal,108.0,40.0,38.3,0.5,1
3902968,Katrina Gorry,Australia Women's,Right Foot,Solène Durand,Penalty Conceded,Goal,108.0,40.0,37.4,0.5,1
3902968,Sakina Karchaoui,France Women's,Left Foot,Mackenzie Arnold,Penalty Conceded,Goal,108.0,40.0,41.3,2.0,1
3902968,Tameka Yallop,Australia Women's,Right Foot,Solène Durand,Penalty Conceded,Goal,108.0,40.0,42.6,0.2,1
3902968,Maëlle Lakrar,France Women's,Right Foot,Mackenzie Arnold,Penalty Conceded,Goal,108.0,40.0,41.2,1.3,1
3902968,Ellie Madison Carpenter,Australia Women's,Right Foot,Solène Durand,Penalty Conceded,Goal,108.0,40.0,36.1,0.7,1
3902968,Kenza Dali,France Women's,Right Foot,Mackenzie Arnold,Penalty Saved,Saved,108.0,40.0,42.3,0.8,0
3902968,Clare Hunt,Australia Women's,Right Foot,Solène Durand,Penalty Saved,Saved,108.0,40.0,38.5,1.0,0
3902968,Vicki Becho,France Women's,Right Foot,Mackenzie Arnold,Shot Faced,Post,108.0,40.0,36.0,0.2,0
3902968,Cortnee Brooke Vine,Australia Women's,Right Foot,Solène Durand,Penalty Conceded,Goal,108.0,40.0,42.2,0.2,1
3901797,Andi Sullivan,United States Women's,Right Foot,Zecira Musovic,Penalty Conceded,Goal,108.1,40.1,36.6,0.2,1
3901797,Fridolina Rolfö,Sweden Women's,Left Foot,Alyssa Michele Naeher,Penalty Conceded,Goal,108.1,40.1,43.6,0.8,1
3901797,Lindsey Michelle Horan,United States Women's,Right Foot,Zecira Musovic,Penalty Conceded,Goal,108.1,40.1,36.6,0.9,1
3901797,Elin Ingrid Johanna Rubensson,Sweden Women's,Right Foot,Alyssa Michele Naeher,Penalty Conceded,Goal,108.1,40.1,36.5,1.3,1
3901797,Kristie Mewis,United States Women's,Left Foot,Zecira Musovic,Penalty Conceded,Goal,108.1,40.1,37.3,2.0,1
3901797,Gun Nathalie Björn,Sweden Women's,Right Foot,Alyssa Michele Naeher,Shot Faced,Off T,108.1,40.1,37.0,4.5,0
3901797,Megan Anna Rapinoe,United States Women's,Right Foot,Zecira Musovic,Shot Faced,Off T,108.1,40.1,43.4,5.0,0
3901797,Rebecka Blomqvist,Sweden Women's,Right Foot,Alyssa Michele Naeher,Penalty Saved,Saved,108.1,40.1,43.6,0.9,0
3901797,Sophia Olivia Smith,United States Women's,Right Foot,Zecira Musovic,Shot Faced,Off T,108.1,40.1,44.9,2.4,0
3901797,Hanna Ulrika Bennison,Sweden Women's,Right Foot,Alyssa Michele Naeher,Penalty Conceded,Goal,108.1,40.1,37.7,2.5,1
3901797,Alyssa Michele Naeher,United States Women's,Right Foot,Zecira Musovic,Penalty Conceded,Goal,108.1,40.1,40.2,1.9,1
3901797,Magdalena Lilly Eriksson,Sweden Women's,Left Foot,Alyssa Michele Naeher,Penalty Conceded,Goal,108.1,40.1,43.8,2.0,1
3901797,Kelley Maureen O'Hara,United States Women's,Right Foot,Zecira Musovic,Shot Faced,Post,108.1,40.1,44.2,0.9,0
3901797,Lina Mona Andréa Hurtig,Sweden Women's,Right Foot,Alyssa Michele Naeher,Penalty Conceded,Goal,108.1,40.1,38.6,0.9,1
3902240,María Francesca Caldentey Oliver,Spain Women's,Right Foot,Daphne van Domselaar,Penalty Conceded,Goal,108.1,40.1,36.2,0.2,1
3902239,Ingrid Filippa Angeldal,Sweden Women's,Right Foot,Ayaka Yamashita,Penalty Conceded,Goal,108.0,40.0,36.7,0.2,1
3902239,Riko Ueki,Japan Women's,Right Foot,Zecira Musovic,Shot Faced,Post,108.1,40.1,39.6,2.8,0
3901735,Georgia Stanway,England Women's,Right Foot,Chiamaka Cynthia Nnadozie,Shot Faced,Off T,108.1,40.1,35.3,1.2,0
3901735,Ugochi Desire Oparanozie,Nigeria Women's,Right Foot,Mary Alexandra Earps,Shot Faced,Off T,108.1,40.1,34.8,1.7,0
3901735,Bethany England,England Women's,Right Foot,Chiamaka Cynthia Nnadozie,Penalty Conceded,Goal,108.1,40.1,41.3,2.3,1
3901735,Michelle Alozie,Nigeria Women's,Left Foot,Mary Alexandra Earps,Shot Faced,Off T,108.1,40.1,40.4,6.5,0
3901735,Rachel Daly,England Women's,Right Foot,Chiamaka Cynthia Nnadozie,Penalty Conceded,Goal,108.1,40.1,36.7,2.2,1
3901735,Rasheedat Busayo Ajibade,Nigeria Women's,Right Foot,Mary Alexandra Earps,Penalty Conceded,Goal,108.1,40.1,42.3,1.1,1
3901735,Alex Greenwood,England Women's,Left Foot,Chiamaka Cynthia Nnadozie,Penalty Conceded,Goal,108.1,40.1,43.4,1.0,1
3901735,Christy Onyenaturuchi Ucheibe,Nigeria Women's,Right Foot,Mary Alexandra Earps,Penalty Conceded,Goal,108.1,40.1,43.2,1.8,1
3901735,Chloe Kelly,England Women's,Right Foot,Chiamaka Cynthia Nnadozie,Penalty Conceded,Goal,108.1,40.1,36.6,2.1,1
3893823,Barbra Banda,Zambia Women's,Right Foot,Daniela Solera Vega,Penalty Conceded,Goal,108.1,40.1,37.4,0.2,1
3893813,Shuang Wang,China PR Women's,Left Foot,Kerly Théus,Penalty Conceded,Goal,108.1,40.1,36.9,0.0,1
3893788,Stephanie-Elise Catley,Australia Women's,Left Foot,Courtney Brosnan,Penalty Conceded,Goal,108.1,40.1,37.0,1.8,1
3893789,Ramona Bachmann,Switzerland Women's,Right Foot,Olivia Alexandra Davies Isip McDaniel,Penalty Conceded,Goal,108.1,40.1,36.9,1.0,1
3893794,Georgia Stanway,England Women's,Right Foot,Kerly Théus,Penalty Conceded,Goal,108.0,40.0,38.0,0.7,1
3893792,Alexandra Morgan Carrasco,United States Women's,Left Foot,Kim Thanh Trần Thị,Penalty Saved,Saved,107.8,40.0,38.0,0.3,0
3893791,Jennifer Hermoso Fuentes,Spain Women's,Left Foot,Daniela Solera Vega,Penalty Saved,Saved,108.1,40.1,38.1,1.6,0
3893787,Ria Percival,New Zealand Women's,Right Foot,Aurora Watten Mikalsen,Shot Faced,Post,108.1,40.1,43.2,2.8,0
3893834,Ghizlane Chebbak,Morocco Women's,Right Foot,Catalina Pérez Jaramillo,Penalty Saved,Saved,108.1,40.1,43.2,0.9,0
3893831,Arianna Caruso,Italy Women's,Right Foot,Kaylin Swart,Penalty Conceded,Goal,108.1,40.1,37.2,0.2,1
3893830,Elin Ingrid Johanna Rubensson,Sweden Women's,Right Foot,Vanina Noemí Correa,Penalty Conceded,Goal,108.0,40.0,36.7,1.1,1
3893829,Kadidiatou Diani,France Women's,Right Foot,Yenith Elizabett Bailey de la Cruz,Penalty Conceded,Goal,108.1,40.1,36.7,0.2,1
3893829,Kadidiatou Diani,France Women's,Right Foot,Yenith Elizabett Bailey de la Cruz,Penalty Conceded,Goal,108.0,40.0,36.3,0.2,1
3893829,Yomira Tibisay Pinzón Ríos,Panama Women's,Right Foot,Pauline Peyraud Magnin,Penalty Conceded,Goal,108.1,40.1,36.7,0.9,1
3893828,Shuang Wang,China PR Women's,Left Foot,Mary Alexandra Earps,Penalty Conceded,Goal,108.1,40.1,39.9,0.3,1
3893825,Pernille Mosegaard Harder,Denmark Women's,Right Foot,Kerly Théus,Penalty Conceded,Goal,108.1,40.1,37.4,0.0,1
3893821,Stephanie-Elise Catley,Australia Women's,Left Foot,Kailen Mary Iacovoni Sheridan,Penalty Conceded,Goal,108.0,40.0,37.3,1.4,1
3893820,Guro Reiten,Norway Women's,Left Foot,Olivia Alexandra Davies Isip McDaniel,Penalty Conceded,Goal,108.1,40.1,37.1,0.2,1
3893818,Alexandra Popp,Germany Women's,Left Foot,Catalina Pérez Jaramillo,Penalty Conceded,Goal,108.0,40.0,40.2,0.2,1
3893802,María Catalina Usme Pineda,Colombia Women's,Left Foot,Young-Geul Yoon,Penalty Conceded,Goal,108.1,40.1,37.1,0.2,1
3893793,Riko Ueki,Japan Women's,Right Foot,Eunice Sakala,Penalty Conceded,Goal,108.1,40.1,42.5,0.6,1
22961,Yuika Sugasawa,Japan Women's,Right Foot,Lee Alexander,Penalty Conceded,Goal,108.1,40.1,43.1,0.2,1
68357,Caroline Graham Hansen,Norway Women's,Right Foot,Lydia Grace Yilkari Williams,Penalty Conceded,Goal,108.1,40.2,43.1,0.4,1
68357,Samantha May Kerr,Australia Women's,Right Foot,Ingrid Hjelmseth,Shot Faced,Off T,108.1,40.1,43.2,4.0,0
68357,Guro Reiten,Norway Women's,Left Foot,Lydia Grace Yilkari Williams,Penalty Conceded,Goal,108.2,40.2,43.3,0.2,1
68357,Emily Gielnik,Australia Women's,Right Foot,Ingrid Hjelmseth,Penalty Saved,Saved,108.1,40.0,37.0,0.4,0
68357,Maren Nævdal Mjelde,Norway Women's,Right Foot,Lydia Grace Yilkari Williams,Penalty Conceded,Goal,108.1,40.2,36.4,0.3,1
68357,Stephanie-Elise Catley,Australia Women's,Left Foot,Ingrid Hjelmseth,Penalty Conceded,Goal,108.1,40.1,43.2,1.7,1
68357,Ingrid Syrstad Engen,Norway Women's,Right Foot,Lydia Grace Yilkari Williams,Penalty Conceded,Goal,108.1,40.3,43.2,1.4,1
22933,Samantha May Kerr,Australia Women's,Right Foot,Laura Giuliani,Penalty Saved,Saved,108.1,40.3,37.2,0.3,0
22963,Cristiana Girelli,Italy Women's,Right Foot,Sydney Schneider,Penalty Conceded,Goal,108.1,40.1,37.0,0.2,1
69163,Janine Elizabeth Beckie,Canada Women's,Right Foot,Rut Hedvig Lindahl,Penalty Saved,Saved,108.0,40.0,37.2,0.3,0
68355,Sara Däbritz,Germany Women's,Left Foot,Chiamaka Cynthia Nnadozie,Penalty Conceded,Goal,108.0,39.8,42.9,0.7,1
22936,Nikita Parris,England Women's,Right Foot,Lee Alexander,Penalty Conceded,Goal,108.0,39.9,37.0,2.4,1
22973,Elin Ingrid Johanna Rubensson,Sweden Women's,Right Foot,Waraporn Boonsing,Penalty Conceded,Goal,108.0,40.0,36.5,1.1,1
22981,Caroline Graham Hansen,Norway Women's,Right Foot,Min-Jeong Kim,Penalty Conceded,Goal,108.1,40.1,36.5,0.2,1
22981,Isabell Herlovsen,Norway Women's,Right Foot,Min-Jeong Kim,Penalty Conceded,Goal,107.9,40.1,36.6,0.7,1
22974,Carli Anne Hollins,United States Women's,Right Foot,Claudia Christiane Endler Mutinelli,Shot Faced,Off T,108.1,39.9,35.7,0.2,0
69321,Megan Anna Rapinoe,United States Women's,Right Foot,Sari van Veenendaal,Penalty Conceded,Goal,108.2,40.2,43.2,0.2,1
68312,Marta Vieira da Silva,Brazil Women's,Left Foot,Laura Giuliani,Penalty Conceded,Goal,108.1,40.0,43.5,0.3,1
22930,Jennifer Hermoso Fuentes,Spain Women's,Left Foot,Andile Dlamini,Penalty Conceded,Goal,108.0,39.9,37.6,1.0,1
22930,Jennifer Hermoso Fuentes,Spain Women's,Left Foot,Andile Dlamini,Penalty Conceded,Goal,107.9,40.1,43.0,1.2,1
22934,Andressa Alves da Silva,Brazil Women's,Left Foot,Sydney Schneider,Penalty Saved,Saved,107.9,40.0,37.1,0.1,0
22948,Eugénie Le Sommer,France Women's,Right Foot,Ingrid Hjelmseth,Penalty Conceded,Goal,108.1,40.1,36.8,0.2,1
22955,Marta Vieira da Silva,Brazil Women's,Left Foot,Lydia Grace Yilkari Williams,Penalty Conceded,Goal,108.4,40.0,37.2,0.5,1
22962,Nikita Parris,England Women's,Right Foot,Vanina Noemí Correa,Penalty Saved to Post,Saved to Post,108.0,40.1,42.0,1.2,0
22980,Wendie Renard,France Women's,Right Foot,Chiamaka Cynthia Nnadozie,Penalty Conceded,Goal,108.0,40.1,43.7,2.0,1
68338,María Florencia Bonsegundo,Argentina Women's,Right Foot,Lee Alexander,Penalty Conceded,Goal,108.0,40.1,39.8,0.9,1
68343,Francisca Alejandra Lara Lara,Chile Women's,Left Foot,Waraporn Boonsing,Shot Faced,Post,108.0,40.0,41.7,2.8,0
69188,Lieke Martens,Netherlands Women's,Right Foot,Ayaka Yamashita,Penalty Conceded,Goal,108.2,40.1,42.2,0.3,1
69199,Nikita Parris,England Women's,Right Foot,Ingrid Hjelmseth,Penalty Saved,Saved,108.0,39.9,37.2,1.3,0
69258,Stephanie Houghton,England Women's,Right Foot,Alyssa Michele Naeher,Penalty Saved,Saved,108.1,40.1,37.2,0.3,0
69161,Megan Anna Rapinoe,United States Women's,Right Foot,Sandra Paños García-Villamil,Penalty Conceded,Goal,108.1,40.1,36.3,0.2,1
69161,Megan Anna Rapinoe,United States Women's,Right Foot,Sandra Paños García-Villamil,Penalty Conceded,Goal,108.0,40.0,36.3,0.2,1
